date,indice_global,var_mensuelle_pct,var_annuelle_pct,indice_alimentaire,var_alim_annuelle_pct,indice_energie,var_energie_annuelle_pct,pouvoir_achat_index
2018-01-01,79.8836498,,,75.2102,,84.91866088880658,,125.18206197433908
2018-02-01,80.0922933,0.26118423547543124,,75.604,,84.90122068164433,,124.85595789526482
2018-03-01,80.6397776,0.6835667670912038,,76.68,,84.7575249829817,,124.00827851489511
2018-04-01,81.4016793,0.9448211821457164,,78.0086,,84.83547602309926,,122.84758847720725
2018-05-01,82.07945480000001,0.8326308570393515,,79.34380000000002,,84.7340652726558,,121.83316792693898
2018-06-01,82.54851919999999,0.5714760181374734,,80.13739999999999,,84.95709360464022,,121.14087686747992
2018-07-01,82.6169257,0.08286823393437448,,80.3106,,84.94098868804443,,121.04057268255384
2018-08-01,82.4351122,-0.22006810161417922,,79.9538,,84.81790185176834,,121.30753186504425
2018-09-01,81.88472879999999,-0.6676565183349359,,78.9346,,84.81199903379712,,122.12289332269243
2018-10-01,81.1785654,-0.8623871756658907,,77.6414,,84.98000816297022,,123.18522692198255
2018-11-01,80.4996112,-0.8363712719663186,,76.3972,,84.86108283085888,,124.22420246422259
2018-12-01,80.09577490000001,-0.5016624229360223,,75.678,,84.95620703313419,,124.85053066138695
2019-01-01,80.54140340000001,0.5563695470283792,0.8233895191904539,76.0272,1.086288827845161,84.79476034237247,-0.14590496969371092,124.15974365800533
2019-02-01,80.82196520000001,0.3483448116822885,0.9110388402375991,76.5228,1.2152796148352074,84.90510967541914,0.004580609964843774,123.72874100814364
2019-03-01,81.3338476,0.6333456489622691,0.8607042586883384,77.4272,0.9744392279603442,84.88961372372364,0.15584308386595858,122.95004226506063
2019-04-01,82.1244696,0.9720700831568729,0.887930453297181,78.891,1.1311573339349845,84.94411230465462,0.12805525076065027,121.76638763947648
2019-05-01,82.834193,0.8642045464120729,0.919521458614736,80.1748,1.0473408130187822,84.98096350453085,0.291380132748964,120.72309317964864
2019-06-01,83.34226290000001,0.6133576987947587,0.9615480782604102,81.0852,1.1827186806659729,84.84198234670299,-0.1354934038503175,119.9871428017105
2019-07-01,83.5972669,0.30597201363005144,1.186610602723026,81.56479999999999,1.5616867511885069,84.87702161541935,-0.07530766195811278,119.62113560437466
2019-08-01,83.3251616,-0.32549544989968204,1.0796969595196382,81.0122,1.323764473983724,84.75725095158015,-0.0715071923073407,120.01176845002361
2019-09-01,82.7979424,-0.6327250855280742,1.115242870536326,80.0378,1.3976127072285127,84.84293697229636,0.036478256439753665,120.77594817138836
2019-10-01,82.0541439,-0.8983296908595562,1.07858336210509,78.65480000000001,1.3052314873250648,84.84845697777598,-0.15480250948194385,121.87074929679451
2019-11-01,81.348279,-0.8602428426530584,1.0542508061206712,77.40360000000001,1.3173257658657844,84.81844053577716,-0.0502495297717509,122.92823060214954
