date,indice_global,var_annuelle_pct
2018-01-01,80.10983081823903,
2018-02-01,80.31954643385417,
2018-03-01,80.85109341330228,
2018-04-01,81.55472208167431,
2018-05-01,82.23470268753243,
2018-06-01,82.70178600749563,
2018-07-01,82.82388890080516,
2018-08-01,82.61861062113432,
2018-09-01,82.09134284479435,
2018-10-01,81.39109117374412,
2018-11-01,80.71335551933474,
2018-12-01,80.24776269866798,
2019-01-01,80.74016351678222,0.786835638154515
2019-02-01,80.99130349035816,0.8363556398531369
2019-03-01,81.56778324601113,0.8864318371616831
2019-04-01,82.3187920022252,0.9368800494294893
2019-05-01,83.04668179166687,0.9873922779531696
2019-06-01,83.55992016024214,1.0376246924930221
2019-07-01,83.72442340648246,1.0872883628488372
2019-08-01,83.50145597144105,1.06857927489874
2019-09-01,82.95272187138833,1.0492933806949045
2019-10-01,82.22918538447651,1.0297124644063738
2019-11-01,81.52871906008892,1.0101965597984153
2019-12-01,81.04309217904925,0.9910924038689428
2020-01-01,82.01148040647156,1.5745780468045423
2020-02-01,82.48864216848665,1.8487647606594493
2020-03-01,83.3006327291499,2.1244288053194227
2020-04-01,84.29555904676758,2.401355749351808
2020-05-01,85.2713648568498,2.6788343822861327
2020-06-01,86.0298359103787,2.9558617880438565
2020-07-01,86.25047624053072,3.0171038882934598
2020-08-01,85.9509903411452,2.933522944248934
2020-09-01,85.31555244438204,2.848406320719743
2020-10-01,84.50081953507892,2.762564337687401
2020-11-01,83.71122776850389,2.676981477908913
2020-12-01,83.14418386829738,2.5925611088557288
2021-01-01,83.6274899838058,1.970467511773788
2021-02-01,84.12864438257348,1.9881551823062615
2021-03-01,84.97249478527948,2.007022037354278
2021-04-01,86.00382072511499,2.026514442355931
2021-05-01,87.01595146097704,2.0459231619617935
2021-06-01,87.805995006518,2.0645850097745333
2021-07-01,88.04598691945797,2.08174001720296
2021-08-01,87.89718583578545,2.2643084005381064
2021-09-01,87.4018140426746,2.445347347018134
2021-10-01,86.71912120582657,2.625183617097071
2021-11-01,86.0589812042553,2.804586073261195
2021-12-01,85.62570904398285,2.9846046472911114
2022-01-01,87.422906409228,4.538479423640696
2022-02-01,88.85894674191833,5.622701273818076
2022-03-01,90.67599969680435,6.712177776982187
2022-04-01,92.7177446353624,7.806541446229942
2022-05-01,94.76349661531049,8.903591840638425
2022-06-01,96.42269480160597,9.813338820940798
2022-07-01,97.44086439152478,10.670420993362239
2022-08-01,98.02359444985603,11.520742692478603
2022-09-01,98.20600134848901,12.361513801692015
2022-10-01,98.14187736635716,13.172130899964785
2022-11-01,97.99869101524061,13.873868414322965
2022-12-01,95.9087883011922,12.009336181878849
2023-01-01,95.72934813306459,9.501447692615027
2023-02-01,96.57932328769851,8.68835027743826
2023-03-01,97.81888501759015,7.877371459558913
2023-04-01,99.26838096347618,7.065137697078305
2023-05-01,100.74809171745251,6.315295779382546
2023-06-01,101.87961401340256,5.659372228731474
2023-07-01,102.31054746352663,4.997577866751146
2023-08-01,102.26996784364077,4.331991106444244
2023-09-01,102.08481400143677,3.9496696736318615
2023-10-01,101.7120777343111,3.6377950613545096
2023-11-01,101.25832663946957,3.3262032282880494
2023-12-01,98.79740144521246,3.0118336340032137
2024-01-01,97.92200353210015,2.2904735504808205
2024-02-01,98.4322983319483,1.9186042945548376
2024-03-01,99.33209879455427,1.546954636307718
2024-04-01,100.4343791314518,1.1745917044870824
2024-05-01,101.55506557270338,0.8009817769194294
2024-06-01,102.37887002079191,0.49004505192145054
2024-07-01,102.75511216303103,0.4345247978102096
2024-08-01,102.65728959683054,0.3787248215252559
2024-09-01,102.41437625272967,0.32283180854721927
2024-10-01,102.07860538783336,0.3603580436924103
2024-11-01,101.72413848035076,0.4600232458311426
2024-12-01,99.34958403727042,0.5589039630401249
2025-01-01,98.8986708075144,0.9973930681413057
2025-02-01,99.61926692145515,1.2058730819267893
2025-03-01,100.7379965685622,1.4153509198629788
2025-04-01,102.067151953847,1.6257110727574409
2025-05-01,103.42018815457338,1.836562825647281
2025-06-01,104.46617644048631,2.0388058778832985
2025-07-01,105.02259417880641,2.2066853590484214
2025-08-01,105.09354923258378,2.3731969208628634
2025-09-01,105.0143413373365,2.53867199092328
2025-10-01,104.77681035538917,2.6432619815918823
2025-11-01,104.47845935666483,2.707637457009371
2025-12-01,102.10052560893861,2.768951272746345
2026-01-01,99.2935000301563,0.39922601529229773
2026-02-01,100.4401175014085,0.8239877739720125
2026-03-01,102.13254813220136,1.3843352172385526
2026-04-01,103.28178746677972,1.1900356673829382
2026-05-01,104.4574626520024,1.0029710020240001
